date,rocket_name,launch_site,orbit,payload_mass,satellite_name,outcome
2017-11-18,Delta 2,Vandenberg AFB,LEO,4.0,Buccaneer RMM,Success
2019-06-05,Long March 11,Yellow Sea Launch Platform,LEO,,Bufeng-1A,Success
2019-06-05,Long March 11,Yellow Sea Launch Platform,LEO,,Bufeng-1B,Success
2014-06-19,Dnepr,Dombarovsky Air Base,LEO,25.0,Bugsat-1 (Tita),Success
2017-06-23,Falcon 9,Cape Canaveral,GEO,3669.0,BulgariaSat-1,Success
2021-01-17,LauncherOne,FANTM-RAiL [Xtenti],LEO,4.0,CACTUS-1 (Coordinated Applied Capitol Technology University Satellite 1),Failure
2006-04-28,Delta 2,Vandenberg AFB,LEO,587.0,Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),Success
2008-04-28,PSLV C9,Satish Dhawan Space Centre,LEO,7.0,CanX-2 (Canadian Advanced Nanospace experiment),Success
2014-06-30,PSLV-CA,Satish Dhawan Space Centre,LEO,15.0,CanX-4,Success
2014-06-30,PSLV-CA,Satish Dhawan Space Centre,LEO,15.0,CanX-5,Success
2016-09-26,PSLV,Satish Dhawan Space Centre,LEO,15.0,CanX-7,Success
2021-01-17,LauncherOne,FANTM-RAiL [Xtenti],LEO,1.0,CAPE-3 (Cajun Advanced Picosatellite Experiment-3),Failure
2023-03-16,Electron,Mid-Atlantic Regional Spaceport/Wallops Island,LEO,112.0,Capella-10 (Whitney 8),Success
2021-05-06,Falcon 9,Cape Canaveral,LEO,100.0,Capella-6 (Whitney 4),Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,112.0,Capella-7 (Whitney 5),Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,112.0,Capella-8 (Whitney 6),Success
2023-03-16,Electron,Mid-Atlantic Regional Spaceport/Wallops Island,LEO,112.0,Capella-9 (Whitney 7),Success
2005-05-05,PSLV C6,Satish Dhawan Space Centre,LEO,1560.0,CartoSat 1 (IRS P5),Success
2007-01-10,PSLV C7,Satish Dhawan Space Centre,LEO,680.0,"CartoSat 2 (IRS P7, CartoSat 2AT)",Success
2008-04-28,PSLV C9,Satish Dhawan Space Centre,LEO,680.0,CartoSat 2A,Success
2010-07-12,PSLV,Satish Dhawan Space Centre,LEO,694.0,CartoSat 2B,Success
2016-06-22,PSLV XL,Satish Dhawan Space Centre,LEO,727.0,CartoSat 2C,Success
2017-02-15,PSLV XL,Satish Dhawan Space Centre,LEO,714.0,CartoSat 2D,Success
2017-06-22,PSLV,Satish Dhawan Space Centre,LEO,712.0,CartoSat 2E,Success
2018-01-11,PSLV,Satish Dhawan Space Centre,LEO,712.0,CartoSat 2F,Success
2019-11-27,PSLV,Satish Dhawan Space Centre,LEO,1625.0,CartoSat 3,Failure
2021-03-22,Soyuz-2.1a,Baikonur Cosmodrome,LEO,500.0,CAS500-1,Success
2013-09-29,Falcon 9,Vandenberg AFB,LEO,490.0,Cassiope (CAScade SmallSat and Ionospheric Polar Explorer),Success
2018-04-14,Atlas 5,Cape Canaveral,GEO,,"CBAS-1 (USA 283, Continuous Broadcast Augmenting SATCOM-1)",Success
2023-01-16,Falcon Heavy,Cape Canaveral,GEO,3200.0,"CBAS-2 (USA 342, Continuous Broadcast Augmenting SATCOM-2, USSF 67)",Success
2014-12-07,Long March 4B,Taiyuan Launch Center,LEO,1980.0,CBERS 4 (China-Brazil Earth Resources Satellite 4),Success
2019-12-21,Long March 4B,Taiyuan Launch Center,LEO,1980.0,CBERS 4A (China-Brazil Earth Resources Satellite 4A),Success
2015-07-10,PSLV,Satish Dhawan Space Centre,LEO,91.0,CBNT-1 (Carbonite 1),Success
2018-01-11,PSLV,Satish Dhawan Space Centre,LEO,,CBNT-2 (Carbonite 2),Success
2017-06-22,PSLV,Satish Dhawan Space Centre,LEO,3.0,CE-SAT-1 (Canon Electric Satellite 1),Failure
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,36.0,CE-SAT-2B (Canon Electric Satellite 2B),Success
2016-11-11,Atlas 5,Vandenberg AFB,LEO,3.0,CELTEE-1 (CubeSat Enhanced Locator Transponder Evaluation Experiment-1),Failure
2018-11-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Centauri-1,Success
2018-12-03,Falcon 9,Vandenberg AFB,LEO,4.0,Centauri-2,Success
2018-09-29,Kuaizhou,Jiuquan Satellite Launch Center,LEO,100.0,Centispace-1-S1,Success
2018-12-16,Electron,Rocket Lab Launch Complex 1,LEO,4.0,CeReS (Compact Radiation belt Explorer),Success
2021-11-16,Vega,Guiana Space Center,LEO,400.0,CERES 1 (CapacitÉ de Renseignement Électromagnétique Spatiale),Success
2021-11-16,Vega,Guiana Space Center,LEO,400.0,CERES 2 (CapacitÉ de Renseignement Électromagnétique Spatiale),Success
2021-11-16,Vega,Guiana Space Center,LEO,400.0,CERES 3 (CapacitÉ de Renseignement Électromagnétique Spatiale),Success
2021-09-27,Atlas 5,Vandenberg AFB,LEO,10.0,Cesium Satellite 1,Success
2021-09-27,Atlas 5,Vandenberg AFB,LEO,10.0,Cesium Satellite 2,Success
2018-10-28,Long March 2C,Jiuquan Satellite Launch Center,LEO,700.0,CFOSat (China-France Oceanography Satellite),Failure
2021-03-22,Soyuz-2.1a,Baikonur Cosmodrome,LEO,3.0,Challenge One,Success
1999-07-23,Space Shuttle (STS 93),Cape Canaveral,Elliptical,4742.0,Chandra X-Ray Observatory (CXO),Success
2018-10-29,Long March 2C,Jiuquan Satellite Launch Center,LEO,8.0,Changshagaoxin (TY 4-01) ,Success
2016-12-21,Long March 2D,Jiuquan Satellite Launch Center,LEO,50.0,Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite),Success
2022-02-27,Long March 8,Wenchang Space Center,LEO,325.0,Chaohu-1,Failure
2021-10-14,Long March 2D,Taiyuan Launch Center,LEO,500.0,"CHASE (Chinese Hydrogen Alpha Solar Explorer, Xihe)",Success
2023-04-02,Falcon 9,Vandenberg AFB,LEO,150.0,Checkmate 1,Success
2023-04-02,Falcon 9,Vandenberg AFB,LEO,150.0,Checkmate 2,Success
2023-04-02,Falcon 9,Vandenberg AFB,LEO,150.0,Checkmate 3,Success
2023-04-02,Falcon 9,Vandenberg AFB,LEO,150.0,Checkmate 4,Success
2023-04-02,Falcon 9,Vandenberg AFB,LEO,150.0,Checkmate 5,Success
2023-04-02,Falcon 9,Vandenberg AFB,LEO,150.0,Checkmate 6,Success
2023-04-02,Falcon 9,Vandenberg AFB,LEO,150.0,Checkmate 7,Success
2023-04-02,Falcon 9,Vandenberg AFB,LEO,150.0,Checkmate 8,Success
2019-12-18,Soyuz,Guiana Space Center,LEO,273.0,CHEOPS (CHaracterising ExOPlanet Satellite),Success
2023-01-03,Falcon 9,Cape Canaveral,LEO,270.0,Chimera LEO-1,Success
2018-12-16,Electron,Rocket Lab Launch Complex 1,LEO,4.0,CHOMPTT (CubeSat Handling Of Multisystem Precision Time Transfer),Success
2003-10-21,Long March 3B,Taiyuan Launch Center,LEO,100.0,"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CX-1-1)",Success
2008-11-05,Long March 2D,Jiuquan Satellite Launch Center,LEO,100.8,Chuangxin 1-2 (Innovation 1-2),Success
2011-11-20,Long March 2D,Jiuquan Satellite Launch Center,LEO,100.0,Chuangxin 1-3 (Innovation 1-3),Success
2014-09-04,Long March 2D,Jiuquan Satellite Launch Center,LEO,100.0,Chuangxin 1-4 (Innovation 1-4),Success
2022-08-23,Kuaizhou-1A,Xichang Satellite Launch Center,LEO,100.0,Chuangxin-16A,Success
2022-08-23,Kuaizhou-1A,Xichang Satellite Launch Center,LEO,100.0,Chuangxin-16B,Success
2013-07-19,Long March 2C,Taiyuan Launch Center,LEO,200.0,Chuangxin-3,Success
2018-11-10,Electron,Rocket Lab Launch Complex 1,LEO,10.0,Cicero-10 (Community Initiative for Cellular Earth Remote Observation-10),Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,10.0,Cicero-2,Success
2022-05-25,Falcon 9,Cape Canaveral,LEO,,Cicero-2 OP1,Success
2022-05-25,Falcon 9,Cape Canaveral,LEO,10.0,Cicero-2 OP2,Success
2017-07-14,Soyuz-2.1a,Baikonur Cosmodrome,LEO,10.0,Cicero-3,Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,10.0,Cicero-6 (Community Initiative for Cellular Earth Remote Observation-6),Success
2018-01-11,PSLV,Satish Dhawan Space Centre,LEO,10.0,Cicero-7 (Community Initiative for Cellular Earth Remote Observation-7),Success
2008-12-10,Proton M,Baikonur Cosmodrome,GEO,,Ciel-2,Success
2012-09-13,Atlas 5,Vandenberg AFB,LEO,3.15,"CINEMA-1 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,5.0,CIRBE (Colorado Inner Radiation Belt Experiment),Success
2020-01-31,SEOPS Slingshot Deployer,Cygnus,LEO,9.0,CIRiS (Compact Radiometer in Space),Success
2014-09-16,Atlas 5,Cape Canaveral,GEO,,CLIO (USA 257),Success
2006-04-28,Delta 2,Vandenberg AFB,LEO,848.0,Cloudsat,Success
2020-12-17,PSLV-XL,Satish Dhawan Space Centre,GEO,1500.0,CMS-1 (GSAT 12R),Success
2021-06-30,LauncherOne,Virgin Orbit,LEO,5.0,CNCE-1,Success
2021-06-30,LauncherOne,Virgin Orbit,LEO,5.0,CNCE-3,Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,4.5,Compass-2 (QB50-DE04),Success
2010-06-26,Ariane 5 ECA,Guiana Space Center,GEO,2460.0,"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",Success
2009-10-01,Ariane 5,Guiana Space Center,GEO,2440.0,COMSATBw-1 (COmmunications SATellite für BundesWehr),Success
2010-05-21,Ariane 5,Guiana Space Center,GEO,2440.0,COMSATBw-2 (COmmunications SATellite für BundesWehr),Failure
2023-01-03,Falcon 9,Cape Canaveral,LEO,10.0,Connecta T1-2 ,Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,10.0,Connecta T2-1,Success
2003-01-06,Titan 2,Vandenberg AFB,LEO,817.0,Coriolis (Windsat),Success
2017-07-12,Soyuz-2,Baikonur Cosmodrome,LEO,10.0,CORVUS BC1 (Landmapper),Success
2017-07-12,Soyuz-2,Baikonur Cosmodrome,LEO,10.0,CORVUS BC2 (Landmapper),Success
2018-01-12,PSLV,Satish Dhawan Space Centre,LEO,10.0,CORVUS BC3 (Landmapper),Failure
2018-12-03,Falcon 9,Vandenberg AFB,LEO,10.0,CORVUS BC4 (Landmapper),Success
2020-11-20,Electron,Rocket Lab Launch Complex 1,LEO,10.0,CORVUS BC5 (Landmapper),Success
2019-06-25,Falcon Heavy,Cape Canaveral,LEO,280.0,"COSMIC 2-1 (COSMIC FM-1, Formosat 7A)",Success
2019-06-25,Falcon Heavy,Cape Canaveral,LEO,280.0,"COSMIC 2-2 (COSMIC FM-2, Formosat 7B)",Success
2019-06-25,Falcon Heavy,Cape Canaveral,LEO,280.0,"COSMIC 2-3 (COSMIC FM-3, Formosat 7C)",Success
2019-06-25,Falcon Heavy,Cape Canaveral,LEO,280.0,"COSMIC 2-4 (COSMIC FM-4, Formosat 7D)",Success
2019-06-25,Falcon Heavy,Cape Canaveral,LEO,280.0,"COSMIC 2-5 (COSMIC FM-5, Formosat 7E)",Success
2019-06-25,Falcon Heavy,Cape Canaveral,LEO,280.0,"COSMIC 2-6 (COSMIC FM-6, Formosat 7F)",Failure
2006-04-15,Minotaur-1,Vandenberg AFB,LEO,70.0,"COSMIC-A (Formosat-3A, Constellation Observing System for Meteorology, Ionosphere and Climate)",Success
2006-04-15,Minotaur-1,Vandenberg AFB,LEO,70.0,"COSMIC-B (Formosat-3B, Constellation Observing System for Meteorology, Ionosphere and Climate)",Success
2006-04-15,Minotaur-1,Vandenberg AFB,LEO,70.0,"COSMIC-D (Formosat-3D, Constellation Observing System for Meteorology, Ionosphere and Climate)",Success
2006-04-15,Minotaur-1,Vandenberg AFB,LEO,70.0,"COSMIC-E (Formosat-3E, Constellation Observing System for Meteorology, Ionosphere and Climate)",Success
2006-04-15,Minotaur-1,Vandenberg AFB,LEO,70.0,"COSMIC-F (Formosat-3F, Constellation Observing System for Meteorology, Ionosphere and Climate)",Success
2007-06-08,Delta 7000,Vandenberg AFB,LEO,1700.0,COSMO-Skymed 1 (Constellation of small Satellites for Mediterranean basin Observation),Success
2007-12-09,Delta 2,Vandenberg AFB,LEO,1700.0,COSMO-Skymed 2 (Constellation of small Satellites for Mediterranean basin Observation),Success
2008-10-25,Delta 7420,Vandenberg AFB,LEO,1700.0,COSMO-Skymed 3 (Constellation of small Satellites for Mediterranean basin Observation),Success
2010-11-06,Delta 2,Vandenberg AFB,LEO,1700.0,COSMO-Skymed 4 (Constellation of small Satellites for Mediterranean basin Observation),Failure
2022-01-31,Falcon 9,Cape Canaveral,LEO,1800.0,COSMO-Skymed FM2,Success
2015-03-31,Rokot,Plesetsk Cosmodrome,LEO,,Cosmos 2504,Success
2019-07-10,Soyuz-2.1v,Plesetsk Cosmodrome,LEO,,Cosmos 2535,Success
2019-07-10,Soyuz-2.1v,Plesetsk Cosmodrome,LEO,,Cosmos 2536,Success
2019-11-25,Soyuz-2.1v,Plesetsk Cosmodrome,LEO,,Cosmos 2542,Success
2019-11-25,Soyuz-2.1v,Plesetsk Cosmodrome,LEO,,Cosmos 2543,Failure
2023-03-29,Soyuz-2.1v,Plesetsk Cosmodrome,LEO,,Cosmos 2568,Failure
2019-07-10,Soyuz-2.1v,Plesetsk Cosmodrome,LEO,,Cosmos 3537,Success
2019-07-10,Soyuz-2.1v,Plesetsk Cosmodrome,LEO,,Cosmos 3538,Success
2015-01-31,Delta 2,Vandenberg AFB,LEO,4.0,CP-10 (Exocube),Failure
2010-04-08,Dnepr,Baikonur Cosmodrome,LEO,720.0,Cryosat-2 ,Success
2019-12-18,Soyuz,Guiana Space Center,LEO,2205.0,CSG-1 (COSMO-SkyMed Second Generation),Success
2018-12-03,Falcon 9,Vandenberg AFB,LEO,6.0,CSIM-FD (Compact Spectral Irradiance Monitor - Flight Demonstration),Success
2018-12-19,Soyuz,Guiana Space Center,LEO,3565.0,CSO-1 (Optical Space Component-1),Failure
2020-12-28,Soyuz,Guiana Space Center,LEO,3565.0,CSO-2 (Optical Space Component-2),Success
2013-11-21,Dnepr,Dombarovsky Air Base,LEO,2.0,"Cubebug 2 (Manolito, LO-74)",Success
2018-12-16,Electron,Rocket Lab Launch Complex 1,LEO,3.0,CubeSail T,Failure
2003-06-30,Dnepr,Plesetsk Cosmodrome,LEO,,"Cubesat XI-IV (Oscar 57, CO-57)",Success
2021-09-27,Atlas 5,Vandenberg AFB,LEO,10.0,CuPID (Cusp Plasma Imaging Detector),Success
2021-09-27,Atlas 5,Vandenberg AFB,LEO,10.0,CUTE (Colorado Ultraviolet Transit Experiment),Success
2016-12-15,Pegasus,Orbital ATK L-1011,LEO,29.0,CYGNSS FM01 (Cyclone Global Navigation Satellite System),Success
2016-12-15,Pegasus,Orbital ATK L-1011,LEO,29.0,CYGNSS FM02 (Cyclone Global Navigation Satellite System),Success
2016-12-15,Pegasus,Orbital ATK L-1011,LEO,29.0,CYGNSS FM03 (Cyclone Global Navigation Satellite System),Success
2016-12-15,Pegasus,Orbital ATK L-1011,LEO,29.0,CYGNSS FM04 (Cyclone Global Navigation Satellite System),Success
2016-12-15,Pegasus,Orbital ATK L-1011,LEO,29.0,CYGNSS FM05 (Cyclone Global Navigation Satellite System),Success
2016-12-15,Pegasus,Orbital ATK L-1011,LEO,29.0,CYGNSS FM06 (Cyclone Global Navigation Satellite System),Success
2016-12-15,Pegasus,Orbital ATK L-1011,LEO,29.0,CYGNSS FM07 (Cyclone Global Navigation Satellite System),Success
2016-12-15,Pegasus,Orbital ATK L-1011,LEO,29.0,CYGNSS FM08 (Cyclone Global Navigation Satellite System),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,4.0,D-Star ONE Sparrow,Success
2021-06-30,Falcon 9,Cape Canaveral,LEO,9.0,D2/AtlaCom-1 ,Success
2014-05-24,H2A,Tanegashima Space Center,LEO,2120.0,"Daichi-2 (Advanced Land Observing Satellite-2, ALOS 2 2)",Success
2015-12-17,Long March 2D,Jiuquan Satellite Launch Center,LEO,1850.0,DAMPE (Dark Matter Particle Explorer),Success
2018-12-16,Electron,Rocket Lab Launch Complex 1,LEO,4.0,DaVinci,Success
2022-02-27,Long March 8,Wenchang Space Center,LEO,20.0,"Dayun (Starera 17, Xingshidai 17) ",Failure
2015-09-19,Long March 6,Taiyuan Launch Center,LEO,3.0,"DCBB (Kaituo-1B, CAS-3G)",Success
2009-07-29,Dnepr,Baikonur Cosmodrome,LEO,90.0,Deimos 1,Success
2014-06-19,Dnepr,Dombarovsky Air Base,LEO,310.0,Deimos 2 ,Success
2020-09-28,Soyuz-2.1b,Plesetsk Cosmodrome,LEO,5.0,Dekart (Descartes),Failure
2008-04-28,PSLV C9,Satish Dhawan Space Centre,LEO,6.5,Delfi-C3 (DO-64),Success
2020-07-13,Nanorack Deployer,International Space Station,LEO,9.0,DeMi (Deformable Mirror),Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,10.0,DEWASAT-2,Success
2021-02-20,Cygnus,Antares,LEO,4.0,DhabiSat-1,Success
2017-08-26,Minotaur 4,Cape Canaveral,LEO,8.0,DHFR (DARPA High Frequency Receiver),Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,6.0,Diamond Blue (3 Diamonds 1),Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,6.0,Diamond Green (3 Diamonds 2),Success
2017-06-23,PSLV,Satish Dhawan Space Centre,LEO,6.0,Diamond Red (3 Diamonds 3),Success
2017-02-15,PSLV XL,Satish Dhawan Space Centre,LEO,10.0,Dido-2,Success
2020-09-02,Vega,Guiana Space Center,LEO,6.0,Dido-3,Success
2007-07-07,Proton M,Baikonur Cosmodrome,GEO,5900.0,DirecTV-10,Success
2008-03-19,Zenit 3SL,Sea Launch Odyssey,GEO,5900.0,DirecTV-11,Success
2009-12-29,Breeze M,Baikonur Cosmodrome,GEO,5900.0,DirecTV-12,Success
2014-12-06,Ariane 5 ECA,Guiana Space Center,GEO,5900.0,DirecTV-14,Success
2015-05-27,Ariane 5 ECA,Guiana Space Center,GEO,5500.0,DirecTV-15,Success
2002-05-07,Proton K,Baikonur Cosmodrome,GEO,4300.0,DirecTV-5 (Tempo 1),Success
2005-05-22,Proton M/Breeze M,Baikonur Cosmodrome,GEO,3800.0,DirecTV-8,Success
2006-10-13,Ariane 5 ECA,Guiana Space Center,GEO,5500.0,DirecTV-9S,Success
2023-04-15,Falcon 9,Vandenberg AFB,LEO,1.0,DISCO-1 (Danish Student Cubesat Programme),Success
2018-10-29,H2A,Tanegashima Space Center,LEO,56.0,Diwata-2B,Success
1999-05-26,PSLV C2,Satish Dhawan Space Centre,LEO,45.0,DLR Tubsat ,Success
2015-07-10,PSLV,Satish Dhawan Space Centre,LEO,447.0,DMC 3-1 (Disaster Monitoring Constellation),Success
2015-07-10,PSLV,Satish Dhawan Space Centre,LEO,447.0,DMC 3-2 (Disaster Monitoring Constellation),Success
2015-07-10,PSLV,Satish Dhawan Space Centre,LEO,447.0,DMC 3-3 (Disaster Monitoring Constellation),Success
2021-03-22,Soyuz-2.1b,Baikonur Cosmodrome,LEO,15.0,DMSat-1 (Dubai Municipality Satellite),Success
1997-04-04,Titan 2,Vandenberg AFB,LEO,1134.0,"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",Success
1999-12-12,Titan 2,Vandenberg AFB,LEO,1152.0,"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",Success
2003-10-18,Titan 2,Vandenberg AFB,LEO,1154.0,"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",Success
2006-11-04,Delta 4,Vandenberg AFB,LEO,1154.0,"DMSP 5D-3 F17 (Defense Meteorological Satellites Program, USA 173)",Success
2009-10-18,Atlas 5,Vandenberg AFB,LEO,1155.0,"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)",Success
2022-01-13,Falcon 9,Cape Canaveral,LEO,5.0,Dodona,Success
2019-07-05,Soyuz,Vostochny Cosmodrome,LEO,17.5,DoT-1 (Demonstration of Technology 1),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,4.0,Dove 3k-10 (0 Flock 3K-10 106d),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,4.0,Dove 3k-4 (0 Flock 3K-4 1063),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,4.0,Dove 3k-5 (0 Flock 3K-5 1067),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,4.0,Dove 3k-7 (0 Flock 3K-7 106a),Success
2018-12-27,Soyuz-2.1a,Vostochny Cosmodrome,LEO,4.0,Dove 3k-9 (0 Flock 3K-9 1065),Success
2017-10-31,Minotaur-C,Vandenberg AFB,LEO,4.0,Dove 3m-4 (0 Flock 3M-4 0F4C),Failure
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-11 (0 Flock 3P-11 101F),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-12 (0 Flock 3P-12 1010),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-2 (0 Flock 3P-2 1001),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-23 (0 Flock 3P-23 1025),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-3 (0 Flock 3P-3 1002),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-32 (0 Flock 3P-32 1035),Failure
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-33 (0 Flock 3P-33 103C),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-34 (0 Flock 3P-34 103B),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-4 (0 Flock 3P-4 1003),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-46 (0 Flock 3P-46 1011),Failure
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-49 (0 Flock 3P-49 1038),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-50 (0 Flock 3P-50 1034),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-54 (0 Flock 3P-54 1005),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-55 (0 Flock 3P-55 1008),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-57 (0 Flock 3P-57 1014),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-58 (0 Flock 3P-58 1009),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-61 (0 Flock 3P-61 1012),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-64 (0 Flock 3P-64 100A),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-65 (0 Flock 3P-65 1040),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-66 (0 Flock 3P-66 1013),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-74 (0 Flock 3P-74 0F22),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-76 (0 Flock 3P-76 0F17),Success
2017-02-14,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3p-80 (0 Flock 3P-80 0F4E),Success
2018-10-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3r-1 (0 Flock 3R-1 105A),Success
2018-11-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3r-11 (0 Flock 3R-11 1064),Success
2018-11-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3r-12 (0 Flock 3R-12 1066),Success
2018-10-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3r-4 (0 Flock 3R-4 105E),Failure
2018-11-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3r-6 (0 Flock 3R-6 1057),Success
2018-10-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3r-7 (0 Flock 3R-7 1058),Success
2018-10-29,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 3r-9 (0 Flock 3R-9 1061),Success
2018-12-03,Falcon 9,Vandenberg AFB,LEO,4.0,Dove 3s-1 (0 Flock 3S-1 105C),Failure
2019-04-01,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4a-17 (0 Flock 4a-17 2212),Success
2019-04-01,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4a-19 (0 Flock 4a-19 2235),Success
2019-04-01,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4a-2 (0 Flock 4a-2 2201),Failure
2019-04-01,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4a-5 (0 Flock 4a-5 2227),Failure
2019-04-01,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4a-9 (0 Flock 4a-9 2224),Success
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-1 (0 Flock 4e'-1 225A),Success
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-2 (0 Flock 4e'-2 2279),Success
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-3 (0 Flock 4e'-3 2251),Success
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-4 (0 Flock 43'-4 227E),Success
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-5 (0 Flock 4e'-5 2276),Failure
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-6 (0 Flock 4e'-6 2280),Success
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-7 (0 Flock 4e'-7 2262),Success
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-8 (0 Flock 4e'-8 2264),Success
2020-10-28,Electron,Rocket Lab Launch Complex 1,LEO,4.0,Dove 4e’-9 (0 Flock 4e'-9 2441),Success
2019-11-27,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4p-1 (0 Flock 4p-1 2277),Success
2019-11-27,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4p-10 (0 Flock 4p-10 2233),Success
2019-11-27,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4p-11 (0 Flock 4p-11 2231),Success
2019-11-27,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4p-3 (0 Flock 4p-3 2304 ),Success
2019-11-27,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4p-4 (0 Flock 4p-4 2310),Success
2019-11-27,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4p-5 (0 Flock 4p-5 2259),Success
2019-11-27,PSLV,Satish Dhawan Space Centre,LEO,4.0,Dove 4p-7 (0 Flock 4p-7 222F),Success
2021-01-24,Falcon 9,Cape Canaveral,LEO,4.0,Dove 4s-1 (0 Flock 4s-1 2436),Success
